English,Arabic,AB Revise Date,AB Revision Step,BA Revise Date,BA Revision Step
pistachio,فُسْتَق,18/06/2024 00:00,1,18/06/2024 00:00,1
minute,دقيقة,18/06/2024 00:00,1,18/06/2024 00:00,1
bag (hand/backpack),شنطة,18/06/2024 00:00,1,18/06/2024 00:00,1
Sun,شَمس,18/06/2024 00:00,1,18/06/2024 00:00,1
I will die (MSA),سَأَمُوتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
college,كُلَّيَّة,18/06/2024 00:00,1,18/06/2024 00:00,1
Eighteen,ثمانية عشر,18/06/2024 00:00,1,18/06/2024 00:00,1
fruits,فَوَاكِه,18/06/2024 00:00,1,18/06/2024 00:00,1
Pizza,بِيتْزَا,18/06/2024 00:00,1,18/06/2024 00:00,1
place,مَكَان,18/06/2024 00:00,1,18/06/2024 00:00,1
skin,جِلْدْ,18/06/2024 00:00,1,18/06/2024 00:00,1
Roof,سَقْفْ,18/06/2024 00:00,1,18/06/2024 00:00,1
time,زمن,18/06/2024 00:00,1,18/06/2024 00:00,1
meal,وَجْبَة,18/06/2024 00:00,1,18/06/2024 00:00,1
mug,قَدَح,18/06/2024 00:00,1,18/06/2024 00:00,1
happiness,سَعَادَة,18/06/2024 00:00,1,18/06/2024 00:00,1
difficult,صَعِب,18/06/2024 00:00,1,18/06/2024 00:00,1
books,كُتُب,18/06/2024 00:00,1,18/06/2024 00:00,1
guitars,غيتارات,18/06/2024 00:00,1,18/06/2024 00:00,1
Cairo,القاهرة,18/06/2024 00:00,1,18/06/2024 00:00,1
two trains,قِطَارَيْن,18/06/2024 00:00,1,18/06/2024 00:00,1
who (MSA),مَن,18/06/2024 00:00,1,18/06/2024 00:00,1
always,داىِماً,18/06/2024 00:00,1,18/06/2024 00:00,1
knife,سِكَّين,18/06/2024 00:00,1,18/06/2024 00:00,1
street,شارعْ,18/06/2024 00:00,1,18/06/2024 00:00,1
entrances,مَدَاخِل,18/06/2024 00:00,1,18/06/2024 00:00,1
to work,عَمِلَ,18/06/2024 00:00,1,18/06/2024 00:00,1
markets,أَسْوَاق,18/06/2024 00:00,1,18/06/2024 00:00,1
to exit (MSA),خَرَجَ,18/06/2024 00:00,1,18/06/2024 00:00,1
I will write (MSA),سَأَكْتُبُ,18/06/2024 00:00,1,18/06/2024 00:00,1
work,عَمَل,18/06/2024 00:00,1,18/06/2024 00:00,1
two walls,حَاىِٔطَيْن,18/06/2024 00:00,1,18/06/2024 00:00,1
you see (f),تَشُوفِينَ,18/06/2024 00:00,1,18/06/2024 00:00,1
she cleaned,نَظَّفَتْ,18/06/2024 00:00,1,18/06/2024 00:00,1
Straight,مستقيم,18/06/2024 00:00,1,18/06/2024 00:00,1
two bottles,زُجَاجَتَيْن,18/06/2024 00:00,1,18/06/2024 00:00,1
to untie,حَلَّ,18/06/2024 00:00,1,18/06/2024 00:00,1
earthquake,زَلْزَال,18/06/2024 00:00,1,18/06/2024 00:00,1
rubbish,قمامة,18/06/2024 00:00,1,18/06/2024 00:00,1
hotel,فُنْدُق,18/06/2024 00:00,1,18/06/2024 00:00,1
Right,يَمين,18/06/2024 00:00,1,18/06/2024 00:00,1
I wrote,كَتَبت,18/06/2024 00:00,1,18/06/2024 00:00,1
you knew (m),عَرَفْتَ,18/06/2024 00:00,1,18/06/2024 00:00,1
You cleaned (f),نَظَّفْتِ,18/06/2024 00:00,1,18/06/2024 00:00,1
I see,أَشُوفُ,18/06/2024 00:00,1,18/06/2024 00:00,1
surname,اِسْم العَاىِٔلَة,18/06/2024 00:00,1,18/06/2024 00:00,1
eighty,ثمانون,18/06/2024 00:00,1,18/06/2024 00:00,1
Way,طَرِيقْ,18/06/2024 00:00,1,18/06/2024 00:00,1
autumn,خريف,18/06/2024 00:00,1,18/06/2024 00:00,1
money,مالْ,18/06/2024 00:00,1,18/06/2024 00:00,1
kitchens,مَطَابِج,18/06/2024 00:00,1,18/06/2024 00:00,1
office/desk,مَكْتَب,18/06/2024 00:00,1,18/06/2024 00:00,1
bathroom,حَمّام,18/06/2024 00:00,1,18/06/2024 00:00,1
languages,لُغات,18/06/2024 00:00,1,18/06/2024 00:00,1
entrance,مَدْخَل,18/06/2024 00:00,1,18/06/2024 00:00,1
will (MSA),#NAME?,18/06/2024 00:00,1,18/06/2024 00:00,1
I exited (MSA),خَرَجْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
Sixteen,ستة عشر,18/06/2024 00:00,1,18/06/2024 00:00,1
far,بعيدْ,18/06/2024 00:00,1,18/06/2024 00:00,1
door,بَاب,18/06/2024 00:00,1,18/06/2024 00:00,1
fifteen,خمسة عشر,18/06/2024 00:00,1,18/06/2024 00:00,1
dear,حَبِيب,18/06/2024 00:00,1,18/06/2024 00:00,1
Arch,قَوْس,18/06/2024 00:00,1,18/06/2024 00:00,1
you clean (m)/she cleans,تَنْظُّفُ,18/06/2024 00:00,1,18/06/2024 00:00,1
clean (MSA),نَظِيف,18/06/2024 00:00,1,18/06/2024 00:00,1
shirt,قميص,18/06/2024 00:00,1,18/06/2024 00:00,1
students (m),طُلاّب,18/06/2024 00:00,1,18/06/2024 00:00,1
fun,مُمْتِع,18/06/2024 00:00,1,18/06/2024 00:00,1
to climb,تَسَلَّقَ,18/06/2024 00:00,1,18/06/2024 00:00,1
language,لُغة,18/06/2024 00:00,1,18/06/2024 00:00,1
banks,بُنُوك,18/06/2024 00:00,1,18/06/2024 00:00,1
chairs,كَرَاسِي,18/06/2024 00:00,1,18/06/2024 00:00,1
snow,ثَلْج,18/06/2024 00:00,1,18/06/2024 00:00,1
exit,مَخْرَج,18/06/2024 00:00,1,18/06/2024 00:00,1
second,ثَانِيَة,18/06/2024 00:00,1,18/06/2024 00:00,1
happy,سَعِيد,18/06/2024 00:00,1,18/06/2024 00:00,1
Thursday,الخَميس,18/06/2024 00:00,1,18/06/2024 00:00,1
for your sake,عشانك,18/06/2024 00:00,1,18/06/2024 00:00,1
engineer,مُهَنْدِس,18/06/2024 00:00,1,18/06/2024 00:00,1
two women,اِمْرَأَتَيْن,18/06/2024 00:00,1,18/06/2024 00:00,1
grandfather,جَدّ,18/06/2024 00:00,1,18/06/2024 00:00,1
with,مَعَ,18/06/2024 00:00,1,18/06/2024 00:00,1
new,جَديد,18/06/2024 00:00,1,18/06/2024 00:00,1
you walked (m),مَشَيْتَ,18/06/2024 00:00,1,18/06/2024 00:00,1
aeroplane,طائرَهْ,18/06/2024 00:00,1,18/06/2024 00:00,1
upstairs,الطابق العلوي,18/06/2024 00:00,1,18/06/2024 00:00,1
I swear to god,وَاللّٰه,18/06/2024 00:00,1,18/06/2024 00:00,1
desert,صَحْرَاء,18/06/2024 00:00,1,18/06/2024 00:00,1
night,لَيْلَة,18/06/2024 00:00,1,18/06/2024 00:00,1
to drive (MSA),قَادَ,18/06/2024 00:00,1,18/06/2024 00:00,1
lack of sleep,قِلَّة النَوْم,18/06/2024 00:00,1,18/06/2024 00:00,1
only,بَس,18/06/2024 00:00,1,18/06/2024 00:00,1
you ate (m),أَكَلْتَ,18/06/2024 00:00,1,18/06/2024 00:00,1
lack,قِلَّة,18/06/2024 00:00,1,18/06/2024 00:00,1
Arab,عَرَبِيّ,18/06/2024 00:00,1,18/06/2024 00:00,1
name,اِسْم,18/06/2024 00:00,1,18/06/2024 00:00,1
son,اِبْن,18/06/2024 00:00,1,18/06/2024 00:00,1
start a yes/no question,هَل,18/06/2024 00:00,1,18/06/2024 00:00,1
relative,قَريب,18/06/2024 00:00,1,18/06/2024 00:00,1
grandmother,جَدّة,18/06/2024 00:00,1,18/06/2024 00:00,1
Sunday,الأحَد,18/06/2024 00:00,1,18/06/2024 00:00,1
Scottish,اِسْكُتْلَنْدِيّ,18/06/2024 00:00,1,18/06/2024 00:00,1
I saw,شُفْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
eleven,أحد عشر,18/06/2024 00:00,1,18/06/2024 00:00,1
you eat (f/MSA),تَأْكُلِينَ,18/06/2024 00:00,1,18/06/2024 00:00,1
nothing,لا شَيء,18/06/2024 00:00,1,18/06/2024 00:00,1
students (f),طَلَبة,18/06/2024 00:00,1,18/06/2024 00:00,1
twelve,اثني عشر,18/06/2024 00:00,1,18/06/2024 00:00,1
come on,يَااللَّٰه,18/06/2024 00:00,1,18/06/2024 00:00,1
heart,قَلْب,18/06/2024 00:00,1,18/06/2024 00:00,1
a few,قَلِيلْ,18/06/2024 00:00,1,18/06/2024 00:00,1
you loved (m),أَحْبَّبْتَ,18/06/2024 00:00,1,18/06/2024 00:00,1
you (pl),إنتو,18/06/2024 00:00,1,18/06/2024 00:00,1
some chickens,دَجَاجَات,18/06/2024 00:00,1,18/06/2024 00:00,1
Monday,الإثْنَين,18/06/2024 00:00,1,18/06/2024 00:00,1
guitar,غيتار,18/06/2024 00:00,1,18/06/2024 00:00,1
sleep,نَوْم,18/06/2024 00:00,1,18/06/2024 00:00,1
you walked (f),مَشَيْتِ,18/06/2024 00:00,1,18/06/2024 00:00,1
stop/that's enough,!بَس,18/06/2024 00:00,1,18/06/2024 00:00,1
two villages,قَرْيَتَيْن,18/06/2024 00:00,1,18/06/2024 00:00,1
shop,مَتْجَرْ,18/06/2024 00:00,1,18/06/2024 00:00,1
I loved,أَحْبَّبْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
animals,حَيَوَانَات,18/06/2024 00:00,1,18/06/2024 00:00,1
bad,سَيِّءْ,18/06/2024 00:00,1,18/06/2024 00:00,1
bottles,زُجَاجَات,18/06/2024 00:00,1,18/06/2024 00:00,1
because,بِسَبَب,18/06/2024 00:00,1,18/06/2024 00:00,1
cats,قِطَط,18/06/2024 00:00,1,18/06/2024 00:00,1
middle,وَسَطْ,18/06/2024 00:00,1,18/06/2024 00:00,1
forests,غَابَات,18/06/2024 00:00,1,18/06/2024 00:00,1
Seventeen,سبعة عشر,18/06/2024 00:00,1,18/06/2024 00:00,1
two chairs,كُرْسِيَّيْن,18/06/2024 00:00,1,18/06/2024 00:00,1
I walked,مَشَيْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
family,عائلة,18/06/2024 00:00,1,18/06/2024 00:00,1
to eat/he ate (MSA),أَكَلَ,18/06/2024 00:00,1,18/06/2024 00:00,1
he walks,يَمْشِي,18/06/2024 00:00,1,18/06/2024 00:00,1
two phones,هَاتِفَيْن,18/06/2024 00:00,1,18/06/2024 00:00,1
kitchen,مَطْبَخ,18/06/2024 00:00,1,18/06/2024 00:00,1
two ghosts,شَبَحَيْن,18/06/2024 00:00,1,18/06/2024 00:00,1
police,شُرْطَهْ,18/06/2024 00:00,1,18/06/2024 00:00,1
phone,هَاتِف,18/06/2024 00:00,1,18/06/2024 00:00,1
twenty (m),عِشْرُونَ,18/06/2024 00:00,1,18/06/2024 00:00,1
student,طالِب,18/06/2024 00:00,1,18/06/2024 00:00,1
stuff,أشياءْ,18/06/2024 00:00,1,18/06/2024 00:00,1
feast,عِيد,18/06/2024 00:00,1,18/06/2024 00:00,1
you eat (m/MSA)/she eats (MSA),تَأْكُلُ,18/06/2024 00:00,1,18/06/2024 00:00,1
light,ضَوْءْ,18/06/2024 00:00,1,18/06/2024 00:00,1
He cleaned,هُوَ نَظَّفَ,18/06/2024 00:00,1,18/06/2024 00:00,1
I knew,عَرَفْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
you walk (m)/she walks,تَمشِي,18/06/2024 00:00,1,18/06/2024 00:00,1
Saudi,سُعُودِي,18/06/2024 00:00,1,18/06/2024 00:00,1
you cleaned (m),نَظَّفْتَ,18/06/2024 00:00,1,18/06/2024 00:00,1
Wednesday,الأربَعاء,18/06/2024 00:00,1,18/06/2024 00:00,1
fourteen,أربعة عشرة,18/06/2024 00:00,1,18/06/2024 00:00,1
he knows,يَعْرِفُ,18/06/2024 00:00,1,18/06/2024 00:00,1
thirty,ثلاثون,18/06/2024 00:00,1,18/06/2024 00:00,1
ninty,تسعون,18/06/2024 00:00,1,18/06/2024 00:00,1
wall,حَائِط,18/06/2024 00:00,1,18/06/2024 00:00,1
two mountains,جَبَلَيْن,18/06/2024 00:00,1,18/06/2024 00:00,1
she ate,أَكَلَتْ,18/06/2024 00:00,1,18/06/2024 00:00,1
slow,بَطِيءْ,18/06/2024 00:00,1,18/06/2024 00:00,1
I walk,أَمْشِي,18/06/2024 00:00,1,18/06/2024 00:00,1
sky,سَمَاءْ,18/06/2024 00:00,1,18/06/2024 00:00,1
good morning,صباح الخير,18/06/2024 00:00,1,18/06/2024 00:00,1
Car,سيارة,18/06/2024 00:00,1,18/06/2024 00:00,1
men,رِجَال,18/06/2024 00:00,1,18/06/2024 00:00,1
two cats,قِطَّتَيْن,18/06/2024 00:00,1,18/06/2024 00:00,1
two dogs,كَلْبَيْن,18/06/2024 00:00,1,18/06/2024 00:00,1
I work,أَعَمَلُ,18/06/2024 00:00,1,18/06/2024 00:00,1
reason,سَبَب,18/06/2024 00:00,1,18/06/2024 00:00,1
twenty (f),عِشْرِينَ,18/06/2024 00:00,1,18/06/2024 00:00,1
you walk (f),تَمْشِينَ,18/06/2024 00:00,1,18/06/2024 00:00,1
writing utensils,أَقْلَام,18/06/2024 00:00,1,18/06/2024 00:00,1
two men,رَجُلَيْن,18/06/2024 00:00,1,18/06/2024 00:00,1
Before,قَبْلُ,18/06/2024 00:00,1,18/06/2024 00:00,1
two writing utensils,قَلَمَيْن,18/06/2024 00:00,1,18/06/2024 00:00,1
two beds,سَرِيرَيْن,18/06/2024 00:00,1,18/06/2024 00:00,1
four,أَرْبَعَة,18/06/2024 00:00,1,18/06/2024 00:00,1
background,خلفية,18/06/2024 00:00,1,18/06/2024 00:00,1
you (m),انتَ,18/06/2024 00:00,1,18/06/2024 00:00,1
to walk/he walked/okay cool/fine,مَشَي,18/06/2024 00:00,1,18/06/2024 00:00,1
to know/he knew,عَرَفَ,18/06/2024 00:00,1,18/06/2024 00:00,1
mountain,جَبَل,18/06/2024 00:00,1,18/06/2024 00:00,1
with me (I have),عِنْدي,18/06/2024 00:00,1,18/06/2024 00:00,1
two souls,رُوحَيْن,18/06/2024 00:00,1,18/06/2024 00:00,1
behind me,خلفي,18/06/2024 00:00,1,18/06/2024 00:00,1
eight,ثَمَانِيَة,18/06/2024 00:00,1,18/06/2024 00:00,1
two books,كِتَابَيْن,18/06/2024 00:00,1,18/06/2024 00:00,1
you loved (f),أَحْبَبْتِ,18/06/2024 00:00,1,18/06/2024 00:00,1
bed,سَرِير,18/06/2024 00:00,1,18/06/2024 00:00,1
he loves,يُحِبُّ,18/06/2024 00:00,1,18/06/2024 00:00,1
you love (m)/she loves,تُحِبُّ,18/06/2024 00:00,1,18/06/2024 00:00,1
I cleaned,نَظَّفْتُ,18/06/2024 00:00,1,18/06/2024 00:00,1
he cleans,يَنْظُّفُ,18/06/2024 00:00,1,18/06/2024 00:00,1
I clean,أَنْظُّف,18/06/2024 00:00,1,18/06/2024 00:00,1
fourty,أربعون,18/06/2024 00:00,1,18/06/2024 00:00,1
you clean (f),تَنْظُّفِينَ,18/06/2024 00:00,1,18/06/2024 00:00,1
Lebanon,لُبْنان,18/06/2024 00:00,1,18/06/2024 00:00,1
nine,تِسْعَة,18/06/2024 00:00,1,18/06/2024 00:00,1
health,صِحَّة,18/06/2024 00:00,1,18/06/2024 00:00,1
American,أَمْريكِي,18/06/2024 00:00,1,18/06/2024 00:00,1
you (f),انتِ,18/06/2024 00:00,1,18/06/2024 00:00,1
twenty one,واحد وَعِشْرُونَ,18/06/2024 00:00,1,18/06/2024 00:00,1
after,بعد,18/06/2024 00:00,1,18/06/2024 00:00,1
this (m),هَذَا,18/06/2024 00:00,1,18/06/2024 00:00,1
friend,صَدِيق,18/06/2024 00:00,1,18/06/2024 00:00,1
there (MSA),هُنَاك,18/06/2024 00:00,1,18/06/2024 00:00,1
room,غرفة,18/06/2024 00:00,1,18/06/2024 00:00,1
how,كِيف,18/06/2024 00:00,1,18/06/2024 00:00,1
Good afternoon/evening,مساء الخير,18/06/2024 00:00,1,18/06/2024 00:00,1
to,اِلى,18/06/2024 00:00,1,18/06/2024 00:00,1
twenty two,إثنان وَعِشْرُونَ,18/06/2024 00:00,1,18/06/2024 00:00,1
a camel,جمل,18/06/2024 00:00,1,18/06/2024 00:00,1
wife,زوجة,18/06/2024 00:00,1,18/06/2024 00:00,1
in front,أَمَام,18/06/2024 00:00,1,18/06/2024 00:00,1
six,سِتَّة,18/06/2024 00:00,1,18/06/2024 00:00,1
and,وَ,18/06/2024 00:00,1,18/06/2024 00:00,1
sorry (m),آسِف,18/06/2024 00:00,1,18/06/2024 00:00,1
this (f),هَذِهِ,18/06/2024 00:00,1,18/06/2024 00:00,1
writing utensil,قَلَم,18/06/2024 00:00,1,18/06/2024 00:00,1
but,لٰكِنَّ,18/06/2024 00:00,1,18/06/2024 00:00,1
here (MSA),هُنَا,18/06/2024 00:00,1,18/06/2024 00:00,1
on,عَلَى,18/06/2024 00:00,1,18/06/2024 00:00,1
amazing,مُمتاز,18/06/2024 00:00,1,18/06/2024 00:00,1
in,في,18/06/2024 00:00,1,18/06/2024 00:00,1
father,أَب,18/06/2024 00:00,1,18/06/2024 00:00,1
soap,صَابُونْ,18/06/2024 00:00,1,18/06/2024 00:00,1
bottle,زُجَاجَة,18/06/2024 00:00,1,18/06/2024 00:00,1
Husband,زوج,18/06/2024 00:00,1,18/06/2024 00:00,1
Jewish,يهودي,18/06/2024 00:00,1,18/06/2024 00:00,1
glasses,نَظَّارَةْ,18/06/2024 00:00,1,18/06/2024 00:00,1
expensive,غالي,18/06/2024 00:00,1,18/06/2024 00:00,1
sugar,سُكَّرْ,18/06/2024 00:00,1,18/06/2024 00:00,1
in front of me,أَمَامي,18/06/2024 00:00,1,18/06/2024 00:00,1
day,يَوْم,18/06/2024 00:00,1,18/06/2024 00:00,1
soul,رُوح,18/06/2024 00:00,1,18/06/2024 00:00,1
No thanks,لا شكرا,18/06/2024 00:00,1,18/06/2024 00:00,1
I know,أعرف,18/06/2024 00:00,1,18/06/2024 00:00,1
seventy,سبعون,18/06/2024 00:00,1,18/06/2024 00:00,1
He,هو,18/06/2024 00:00,1,18/06/2024 00:00,1
From,من,18/06/2024 00:00,1,18/06/2024 00:00,1
fifty,خمسون,18/06/2024 00:00,1,18/06/2024 00:00,1
sixty,ستون,18/06/2024 00:00,1,18/06/2024 00:00,1
twenty three,ثلاثة وَعِشْرُونَ,18/06/2024 00:00,1,18/06/2024 00:00,1
where (MSA),أين,18/06/2024 00:00,1,18/06/2024 00:00,1
zero,صفر,18/06/2024 00:00,1,18/06/2024 00:00,1
OK,تمام,18/06/2024 00:00,1,18/06/2024 00:00,1
suburbs,ضواحي,18/06/2024 00:00,1,18/06/2024 00:00,1
Nineteen,تسعة عشر,18/06/2024 00:00,1,18/06/2024 00:00,1
two (m),اِثْنَانِ,18/06/2024 00:00,1,18/06/2024 00:00,1
funny,مضحك,18/06/2024 00:00,1,18/06/2024 00:00,1
Seven,سَبْعَة,18/06/2024 00:00,1,18/06/2024 00:00,1
strange,غَرِيب,18/06/2024 00:00,1,18/06/2024 00:00,1
ten,عَشَرَة,18/06/2024 00:00,1,18/06/2024 00:00,1
scarf,وِشاح,18/06/2024 00:00,1,18/06/2024 00:00,1
five,خَمْسَة,18/06/2024 00:00,1,18/06/2024 00:00,1
Bread,خبزْ,18/06/2024 00:00,1,18/06/2024 00:00,1
bank,بَنْك,18/06/2024 00:00,1,18/06/2024 00:00,1
one (m),وَاحِدْ,18/06/2024 00:00,1,18/06/2024 00:00,1
window,شُبّاك,18/06/2024 00:00,1,18/06/2024 00:00,1
rich,غَنِي,18/06/2024 00:00,1,18/06/2024 00:00,1
wearing,لابس,18/06/2024 00:00,1,18/06/2024 00:00,1
hour,ساعة,18/06/2024 00:00,1,18/06/2024 00:00,1
Today,اليوم,18/06/2024 00:00,1,18/06/2024 00:00,1
the world,العالم,18/06/2024 00:00,1,18/06/2024 00:00,1
chair,كُرْسِي,18/06/2024 00:00,1,18/06/2024 00:00,1
Thirteen,ثلاثة عشر,18/06/2024 00:00,1,18/06/2024 00:00,1
floor,طابق,18/06/2024 00:00,1,18/06/2024 00:00,1
cold,بَارِدْ,18/06/2024 00:00,1,18/06/2024 00:00,1
god,اللّٰه,18/06/2024 00:00,1,18/06/2024 00:00,1
shower,دش,18/06/2024 00:00,1,18/06/2024 00:00,1
rain,مَطَرْ,18/06/2024 00:00,1,18/06/2024 00:00,1
fast,سريعْ,18/06/2024 00:00,1,18/06/2024 00:00,1
good (MSA),جَيِّدْ,18/06/2024 00:00,1,18/06/2024 00:00,1
sunglasses,نظارات شمسية,18/06/2024 00:00,1,18/06/2024 00:00,1
a lot,كَثِيرْ,18/06/2024 00:00,1,18/06/2024 00:00,1
Bye,الى اللقاء,18/06/2024 00:00,1,18/06/2024 00:00,1
hot,حَارّْ,18/06/2024 00:00,1,18/06/2024 00:00,1
chickens,دجاجْ,18/06/2024 00:00,1,18/06/2024 00:00,1
thing,شَيء,18/06/2024 00:00,1,18/06/2024 00:00,1
No,لا,18/06/2024 00:00,1,18/06/2024 00:00,1
very,جِداً,18/06/2024 00:00,1,18/06/2024 00:00,1
trouser,بَنْطَلونْ,18/06/2024 00:00,1,18/06/2024 00:00,1
I,أَنَا,18/06/2024 00:00,1,18/06/2024 00:00,1
hat (MSA),قُبَّعَهْ,18/06/2024 00:00,1,18/06/2024 00:00,1
Yeah,نعم,18/06/2024 00:00,1,18/06/2024 00:00,1
woman,اِمْرَأَة,18/06/2024 00:00,1,18/06/2024 00:00,1
energy,طَاقَة,18/06/2024 00:00,1,18/06/2024 00:00,1
girl/daughter,بِنْت,18/06/2024 00:00,1,18/06/2024 00:00,1
man,رَجُل,18/06/2024 00:00,1,18/06/2024 00:00,1
boy,وَلَد,18/06/2024 00:00,1,18/06/2024 00:00,1
house,بيت,18/06/2024 00:00,1,18/06/2024 00:00,1
I love,بحِبّ,18/06/2024 00:00,1,18/06/2024 00:00,1
book,كِتَاب,18/06/2024 00:00,1,18/06/2024 00:00,1
Cheers,في صحتك,18/06/2024 00:00,1,18/06/2024 00:00,1
Hello,مرحبا,18/06/2024 00:00,1,18/06/2024 00:00,1
downstairs,الطابق السفلي,18/06/2024 00:00,1,18/06/2024 00:00,1
City,مدينة,18/06/2024 00:00,1,18/06/2024 00:00,1
Thanks,شكرا,18/06/2024 00:00,1,18/06/2024 00:00,1
dog,كَلْب,18/06/2024 00:00,1,18/06/2024 00:00,1
television,تِلْفَاز,18/06/2024 00:00,1,18/06/2024 00:00,1
cat,قِطَّة,18/06/2024 00:00,1,18/06/2024 00:00,1
